ID,context_id,context_title,context_length,context,question type,question,A,B,C,D,E,answer
369,47,Agama dan Peradaban Bangsa Arab (3),1357,"Sejarah perjalanan Nabi di atas memberikan gambaran, bahwa ajaran Islam baru muncul di usia Muhammad yang ke-40, atau tepatnya pada tahun 610 Masehi. Dalam sejarah ayat dan surat yang pertama kali turun, yaitu surat Al Alaq ayat 1-5 pada tanggal 17 Ramadhan, dan karenanya bulan ini dianggap sebagai bulan yang penuh berkah bagi umat Islam. Sejak saat itulah Muhammad mendapat gelar sebagai seorang Nabi dan rasul. Misi kerasulan pertama kali disebarkan kepada keluarga terdekat. Kemudian kepada saudara-saudaranya juga pada sahabat-sahabat terdekatnya. Secara perlahan, pengikutnya bertambah. Yang mula-mula sekali melangkahkan kakinya untuk masuk Islam adalah Abu Bakar As Shidiq sekaligus menjadi pembantu Nabi dalam menyebarkan ajaran Islam. Melalui Abu Bakar masuklah Utsman bin Affan ke dalam ajaran Islam, Talhah dan Sa'ad dll. Dari kalangan wanita yang mula-mula masuk Islam adalah Khadijah, istri beliau sendiri yang paling dicintainya. Setelah itu segera Ali masuk Islam, dari golongan anak-anak yang berumur sekitar delapan tahun, beliau adalah anak Abu Thalib. Sahabat-sahabat inilah yang membantu Rasulullah mengembangkan sayap-sayap ajaran-ajaran Islam. Hari berganti hari kaum muslimim pun bertambah besar. Dan yang masuk ajarannya cukup bervariasi, ada yang berasal dari keturunan yang lemah, ada juga yang berasal dari keturunan yang kaya. ",who,Siapa anak Abu Thalib yang masuk Islam dan membantu Rasulullah dalam mengembangkan ajaran Islam?,Ali,Umar,Hamzah,Utsman,Abu Bakar,A
370,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",how many,Berapa tahun Nabi Muhammad Saw. melakukan dakwah secara sembunyi-sembunyi sebelum  menyampaikan ajaran Islam secara terang-terangan?,tiga tahun,enam tahun,dua tahun,empat tahun,lima tahun,A
371,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",what,Apa yang disampaikan Nabi Muhammad dalam dakwahnya secara terang-terangan setelah mendapat perintah dari Allah?,ajaran Islam,minum alkohol,trik berjudi,taktik menipu,perintah berbohong,A
372,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",who,Siapa yang memberikan rintangan dan perlawanan dalam dakwah Nabi Muhammad Saw. dalam menyebarkan Islam?,suku Yathrib,suku Bani Thaqif,suku Bani Hashim,suku Quraisy,suku Bani Nadhir,D
373,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",who,"Setelah ditinggal oleh istrinya, siapa yang meninggalkan Nabi Muhammad Saw.?",Utsman bin Affan,Abu Thalib,Abu Bakar,Ali bin Abi Thalib,Umar bin Khattab,B
374,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",who,Siapa yang menjadi penopang utama Nabi Muhammad dalam menyebarkan ajaran Islam setelah Khadijah wafat?,Abu Bakar,Abu Thalib,Ummu Salamah,Ali bin Abi Thalib,Umar bin Khattab,B
375,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",where,Di mana Nabi Muhammad mengadakan hijrah sebagai strategi untuk menaklukkan bangsa Arab yang sombong dan mendakwahkan Islam secara terbuka kepada umat manusia?,Ta'if,Khaybar,Yasrib (Madinah),Mekah,Hijaz,C
376,48,Agama dan Peradaban Bangsa Arab (4),1678,"Setelah tiga tahun Nabi mengadakan dakwah secara sembunyi-sembunyi, kemudian turunlah ayat Al Qur'an yang menyuruh nabi untuk mendakwakan secara terang-terangan, Allah menyuruh Nabi untuk menyampaikan ajaran Islam dan menyuruh untuk memalingkan dari orang orang musyrik. Mulai saat itulah Nabi Muhammad Saw. Menyebarkan Islam secara terang-terangan. Islam didakwakan kepada seluruh ummat manusia, meskipun dakwahnya ini banyak mendapat rintangan dan perlawanan dari suku Quraisy dan bangsa Arab umumnya. Nabi dan sahabatnya sering dihina, diancam, diserang fisik. Namun kesabaran Nabi dalam menghadapi semua itu, justru menimbulkan jumlah pengikutnya semakin bertambah, walaupun pada akhirnya atas izin Allah mengadakan hijrah ke Yasrib (Madinah) sebagai suatu strategi untuk menaklukkan bangsa Arab yang sombong di kemudian hari. Di tengah-tengah kemelut yang berkembang, desakan kaum Quraisy semakin besar, Nabi ditinggal oleh istrinya tercinta, kemudian ia ditinggal oleh pamannya, Abu Thalib, yang selama hidupnya menjadi penopang utama dalam menyebarkan ajaran Islam. Jika diperhatikan secara teliti perjuangan Nabi Muahmmad Saw. Dalam menyebarkan agama Islam begitu banyak sekali ujian dari Tuhan. Beliau seperti tidak pernah diberi kesempatan mendapatkan kasih sayang dari orang-orang yang dicintainya. Juga seperti tidak pernah diberi kesempatan mendapat perlindungan orang-orang yang kuar. Namun jika diperhatikan secara teliti, ini semua akan memberi arti bahwa, Nabi Muhammad disuruh hanya untuk mengoksentrasikan dirinya kepada Allah SWT. Allah menjadi pelindung dan pemelihara yang paling utama dan sekaligus sebagai tempat meminta pertolongan yang paling sempurna.",what,Apa yang menimbulkan jumlah pengikut Nabi semakin bertambah meskipun mendapat perlawanan dari suku Quraisy dan bangsa Arab umumnya?,memiliki sekutu dari kaum yang kuat,tidak ada penyebab khusus,kesabaran Nabi dalam menghadapi semua itu,kelicikan penyampaiannya,kesombongan dan keangkuhan,C
377,49,Hijrah Ke Madinah dan terbentuknya Negara Islam,1825,"Nabi dan sahabatnya mengadakan hijrah ke Yasrib (Madinah) setelah sebelumnya mengadakan perjanjian dengan penduduk Madinah. Nabi dan sahabatnya disambut dengan sambutan yang cukup menggembirakan. Orang Madinah dengan penuh harapan atas kemampuan untuk menyelesaikan konflik dengan suku Aus dan Khajraj yang telah lama berselisih. Mereka selalu berselisih terutama disebabkan dari sikap mereka yang selalu menonjolkan masing-masing golongan mana yang harus menjadi pemimpin, karena itu kehadiran Nabi diharapkan menjadi penengah. Nabi mulai menata di bidang politik dimulai dengan memupuk rasa persaudaraan antara sesama umat Islam dengan umat lainnya, Beliau berhasil mendirikan suatu persekutuan dari berbagai unsur da etnis serta agama yang berbeda. Kaum kaya dan miskin bersatu dan mempunyai derajat yang sama. Nabi Muhammad mendirikan negara atas dasar persamaan, kebebasan dan persaudaraan. Mereka bersatu atas persemakmuran Islam, dan karena kejadian ini umat manusia dewasa ini menyebutnya dengan panji Madinah. Di awal tahun hijriyah, Nabi Muhammad mendirikan sebuah masjid sebagai tempat melaksanakan ritual dan kegiatan sosial. Di masjid ini Nabi memulai karir lengkapnya sebagai kepala agama dan kepala pemerintahan. Di masjid ini pula Nabi mengajarkan praktek sosial yang tidak bertentangan dengan ajaran Tuhan yang mana hak, dia memimpin umat Islam dan umat lainnya. Perbedaan agama bukan merupakan sesuatu yang harus dihilangkan. Mereka rukun berdasarkan kepercayaan dan keagamaan masing-masing, bagi kamu agamamu dan bagi kami agamaku, mereka hidup berdampingan. Meskipun terkadang terjadi konflik diakibatkan oleh kaum Yahudi yang suka mengadu domba dan menghianati perjanjian yang sudah disepakati, namun konflik yang terjadi di Madinah relatif lebih kecil dibandingkan konflik-konflik yang tumbuh di Makkah.",where,Kemanakah Nabi dan sahabatnya hijrah setelah mengadakan perjanjian dengan penduduk Madinah?,Tha'if,Yasrib (Madinah),Mekah,Yerusalem,Baghdad,B
378,49,Hijrah Ke Madinah dan terbentuknya Negara Islam,1825,"Nabi dan sahabatnya mengadakan hijrah ke Yasrib (Madinah) setelah sebelumnya mengadakan perjanjian dengan penduduk Madinah. Nabi dan sahabatnya disambut dengan sambutan yang cukup menggembirakan. Orang Madinah dengan penuh harapan atas kemampuan untuk menyelesaikan konflik dengan suku Aus dan Khajraj yang telah lama berselisih. Mereka selalu berselisih terutama disebabkan dari sikap mereka yang selalu menonjolkan masing-masing golongan mana yang harus menjadi pemimpin, karena itu kehadiran Nabi diharapkan menjadi penengah. Nabi mulai menata di bidang politik dimulai dengan memupuk rasa persaudaraan antara sesama umat Islam dengan umat lainnya, Beliau berhasil mendirikan suatu persekutuan dari berbagai unsur da etnis serta agama yang berbeda. Kaum kaya dan miskin bersatu dan mempunyai derajat yang sama. Nabi Muhammad mendirikan negara atas dasar persamaan, kebebasan dan persaudaraan. Mereka bersatu atas persemakmuran Islam, dan karena kejadian ini umat manusia dewasa ini menyebutnya dengan panji Madinah. Di awal tahun hijriyah, Nabi Muhammad mendirikan sebuah masjid sebagai tempat melaksanakan ritual dan kegiatan sosial. Di masjid ini Nabi memulai karir lengkapnya sebagai kepala agama dan kepala pemerintahan. Di masjid ini pula Nabi mengajarkan praktek sosial yang tidak bertentangan dengan ajaran Tuhan yang mana hak, dia memimpin umat Islam dan umat lainnya. Perbedaan agama bukan merupakan sesuatu yang harus dihilangkan. Mereka rukun berdasarkan kepercayaan dan keagamaan masing-masing, bagi kamu agamamu dan bagi kami agamaku, mereka hidup berdampingan. Meskipun terkadang terjadi konflik diakibatkan oleh kaum Yahudi yang suka mengadu domba dan menghianati perjanjian yang sudah disepakati, namun konflik yang terjadi di Madinah relatif lebih kecil dibandingkan konflik-konflik yang tumbuh di Makkah.",who,Siapa pihak yang sering mengadu domba dan menghianati perjanjian yang telah disepakati di Madinah?,Suku Quraisy,Pemimpin Kuffar Quraisy,Kelompok Abu Jahal,Yahudi,Umat Islam itu sendiri,D
